full_text,clean,Label
@curygu Lucu begini namanya sucipto Apakah ini efek sucipto yang asli sudah menjadi menu mbg?,lucu nama sucipto efek sucipto asli menu mbg,Positif
@P3gEl Sama itu seperti di sekolah yg di jati Waringin gak ada yg pada makan anak² nya.. kata orang sekolah nya lah anak ny biasa makan enak pas nyobain MBG gak ada yg pada Mao.. akhirnya setiap di kasih MBG sayang baget tuh gak ada yg pada mau makan mubazir nasi nya,sekolah yg jati waringin gak yg makan anak nya orang sekolah nya anak ny makan enak pas nyobain mbg gak yg mao kasih mbg sayang baget tuh gak yg makan mubazir nasi nya,Positif
Anak gw nanya kemarin ada gak ya influencer kayak @tanboykun atau yang lain yang mau mukbang MBG ?,anak gw nanya kemarin gak ya influencer kayak mukbang mbg,Negatif
@theresiasift Bayangin udah kerjaan numpuk dot makan mbg bukannya irit malah bikin keracunan pas diinfus masih harus kerja juga: ,bayangin udah kerja numpuk dot makan mbg irit bikin racun pas infus kerja,Positif
Dinkes Sebut Korban Keracunan MBG di Sleman Capai 500 Orang https://t.co/51UFcYFbVu https://t.co/5vN2SH79Du,dinkes korban racun mbg sleman capai orang,Negatif
Dinkes Sebut Korban Keracunan MBG di Sleman Capai 500 Orang https://t.co/iFkhcDFJpd https://t.co/BbzIFp0PyE,dinkes korban racun mbg sleman capai orang,Negatif
joss banget jika Pak Prabowo atasin MBG https://t.co/G6cSU6oGVA,joss banget prabowo atasin mbg,Positif
Prediksi atau ramalan Tahun depan Menteri Ekonomi baru itu akan mengeluarkan Statement Saya tidak menyangka akan seperti ini atau Menurut saya seharusnya tidak seperti ini dan.. MBG akan di stop mungkin 2 atau 3 tahun lagi setelah semua utang itu lunas. Let's see..,prediksi ramal menteri ekonomi keluar statement sangka mbg stop utang lunas let s see,Negatif
top bgt! MBG dorong lapangan kerja makin luas https://t.co/OkkfrLnvJb,top bgt mbg dorong lapang kerja luas,Positif
@Jayabay19479190 Pesan utk para Guru dan para orangtua yg anaknya masih sekolah utk Kasih tahu dan ingatkan pada anak-anaknya utk mencium dulu makanan dr MBG. Kalau baunya tdk sedap dan atau rasanya juga tidak enak jangan dimakan dan jangan dilanjutkan.,pesan utk guru orangtua yg anak sekolah utk kasih ingat anak anak utk cium makan dr mbg bau tdk sedap enak makan lanjut,Negatif
Lagi-lagi MBG menuai KORBAN.. Tolong teh @riekediahp utk bersikap ini kampung halaman teteh Khan.?! cc; @DPR_RI Prof @mohmahfudmd Prof @Rhenald_Kasali @akbarfaizal68 @ReflyHZ @rockygerung @Dennysiregar7 https://t.co/FRMnVc30yy,mbg tuai korban tolong teh utk sikap kampung halaman teteh khan cc prof prof,Positif
Ribuan Anak Keracunan BGN Akhirnya Segel 56 Dapur MBG Bermasalah - https://t.co/pncme1vf9R https://t.co/bNQhd1N00c,ribu anak racun bgn segel dapur mbg masalah,Negatif
Satu yang pasti dari CR7 diet MBG ( Makanan Bergizi Goat ) ala dia ga ada tandingan sih kekal.,cr diet mbg makan gizi goat ala ga tanding sih kekal,Positif
yess! Masalah MBG bakal kelar https://t.co/px883XSWGy,yess mbg kelar,Positif
Mbg lu juga korupsi ndut isinya,mbg lu korupsi ndut isi,Negatif
Semua presiden punya proyek mercusuar tp MBG ini beyooond bgt sih,presiden proyek mercusuar tp mbg beyooond bgt sih,Positif
pilih 2 makanan yang ga pernah bosan kamu makan? https://t.co/UrDGJov6MM,pilih makan ga bosan makan,Negatif
Ini makan siangku sepiring isinya kenikmatan beneran. Tadi tuh aku masak tongkol oseng cabe bawang dan tomat. Tomatnya yang hasil metik tadi itu ˃̵ᴗ˂̵ Ada tempe goreng dan juga pakcoy rebus ya Allah sedep banget beneran ini https://t.co/N34Bkvr9aF,makan siang piring isi nikmat beneran tuh masak tongkol oseng cabe bawang tomat tomat hasil metik  tempe goreng pakcoy rebus ya allah sedep banget beneran,Positif
Kemaren bangga karena koper buat trip winter 2 minggu totalnya cuman 6kg Hari ini bangga karena abis cek rekening 5 hari ini di Tokyo baru kepake 950k (untuk makan+transport) Budget lain: - Tiket PP 4.5juta naik Vietjet (tanpa bagasi) - Hostel di Ueno Rp 160.000/malem https://t.co/tWNz9pWwvr,kemaren bangga koper trip winter minggu total cuman kg bangga abis cek rekening tokyo kepake k makan transport budget tiket pp juta vietjet bagasi hostel ueno rp malem,Positif
ICW bongkar MBG. Program Makan Bergizi Gratis yang katanya demi anak-anak ternyata dapurnya dikelola yayasan-yayasan dengan afiliasi politik bisnis birokrasi militer sampai relawan kampanye Pilpres 2024. Angkanya bukan recehan: 28 yayasan terafiliasi partai politik 18 https://t.co/RMpUKln8Pf,icw bongkar mbg program makan gizi gratis anak anak dapur kelola yayasan yayasan afiliasi politik bisnis birokrasi militer rawan kampanye pilpres angka receh yayasan afiliasi partai politik,Negatif
WARGA GUIFLIES SELAMAT MAKAN OPOR AYAM DAN RENDANG YA BXG https://t.co/NTHlKNgonP,warga guiflies selamat makan opor ayam rendang ya bxg,Positif
Semua dana diserap MBG akhirnya sektor lain jumpalitan. Anaknya dapat makan gratis orang tuanya bingung harus bayar 6 4 juta/bulan atau bayar BPJS mandiri buat cuci darah karena BPJS PBInya dicabut. https://t.co/WHol0OhH14,dana serap mbg sektor jumpalit anak makan gratis orang tua bingung bayar juta bayar bpjs mandiri cuci darah bpjs pbinya cabut,Negatif
Sampe tumpah tumpah ini makan spaggetti katsu dari sajian toean jujur masih jadi porsi favorit klo buat makan berdua sih https://t.co/bN3iUolk2c,sampe tumpah tumpah makan spaggetti katsu saji toean jujur porsi favorit klo makan dua sih,Positif
Di acara TV di Vietnam bocah ini sengaja mengejar juara dua krn hadiahnya daging sesuatu yg belum pernah ia cicipi seumur hidupnya krn kemiskinan. Saat makan ia pelan: gigitan kecil sunyi seolah takut momen itu lenyap Ruangan pun berubah; kata2 tercekat air mata org2 jatuh https://t.co/DKnXRDWQVt,acara tv vietnam bocah sengaja kejar juara krn hadiah daging yg cicip umur hidup krn miskin makan pelan gigit sunyi takut momen lenyap ruang ubah cekat air mata org jatuh,Negatif
Ohayooo Kalian suka nattou gk?? Aku mau kasih tau makanan sangat enak Nattou keju roti !! Enak bgt guyss!! Terlalu enak jadi aku makan dua hehehe Fight kegiatan hari ini ya!! Semoga lancar ya !! Jangan memaksa diri turus karna minggu ini masih panjang Kalau ada https://t.co/CLgIxkQhd6,ohayooo suka nattou gk kasih tau makan enak nattou keju roti enak bgt guyss enak makan hehehe fight giat ya moga lancar ya paksa turus karna minggu,Positif
Phi godji : gimana perasaan lo pada kerja bareng?? Tee : seneng dong phi excited banget Dew : *ketawa* Tee : apa yg lucu?? Marahin tee biarin tidur diluar aja nanti bonchonnya kamu makan sendiri ️ #BonchonรามยอนxDewTee #dewtee #ดิวธี https://t.co/ggH6JQnBnp,phi godji gimana asa lo kerja bareng tee neng phi excited banget dew ketawa tee yg lucu marahin tee biarin tidur luar aja bonchonnya makan xdewtee  ,Positif
guis kapan terakhir kalian makan nasi goreng? https://t.co/x6APHY5jhr,guis makan nasi goreng,Positif
Dulu ada yg janji : 1. Kesehatan gratis 2. Subsidi listrik 3. Subsidi BBM 4. Sekolah gratis 5. Makan siang gratis 6. Subsidi angkutan 100% 7. Perguruan tinggi negeri gratis MANA..?? https://t.co/a3Qj9mmNif,yg janji sehat gratis subsidi listrik subsidi bbm sekolah gratis makan siang gratis subsidi angkut guru negeri gratis,Positif
Ga expect makan soto tapi bentuknya AYAM https://t.co/MrZK1mNCHW,ga expect makan soto bentuk ayam,Positif
Contohnya adalah aku. Khilaf belok ke Marugame nyobain hack viral yg katanya enak itu. And surprisingly ENAK BENERAN BUSETTTT Baru kali ini aku bisa habis bersih makan Marugame setelah sebelum2nya selalu nyisa krn eneg Bakal repeat order menu hack ini sih https://t.co/S0Yn4XYZ1U,contoh khilaf belok marugame nyobain hack viral yg enak and surprisingly enak beneran busetttt kali habis bersih makan marugame nya nyisa krn eneg repeat order menu hack sih,Negatif
markohm tuh relatable ya pacarannya kayak kita-kita yang ga harus mewah asal bareng. suka olahraga (gym hiking running) bareng sushi date ke kelas random exhibition photobox murah thrift pasar curug public space makan di umkm dan sesekali aja ngedate mam mahal. https://t.co/LqgSkk93EM,markohm tuh relatable ya pacar kayak ga mewah bareng suka olahraga gym hiking running bareng sushi date kelas random exhibition photobox murah thrift pasar curug public space makan umkm aja ngedate mam mahal,Negatif
Vitamin yang ningkatin daya ingat dan fungsi otak itu omega 3 Konsumsinya cukup 1 aja sehari habis makan. Biasanya kalo pagi sarapan telor rebus bisa langsung konsumsi aja Malemnya minum glycinate buat deep sleep yang sering stress https://t.co/qAKs6Yq8ET,vitamin ningkatin daya fungsi otak omega konsumsi aja hari habis makan kalo pagi sarap telor rebus langsung konsumsi aja malemnya minum glycinate deep sleep stress,Positif
Tadi buat makan malam aku masak paella Kelihatannya simpel tapi sebenernya ini salah satu makanan paling ikonik dari Spanyol. Paella berasal dari Valencia dan awalnya itu makanan rakyat. Dulu dimasak bareng-bareng di ladang pakai bahan apa aja yang ada. https://t.co/l9Qv8obMDH,makan malam masak paella simpel sebenernya salah makan ikonik spanyol paella asal valencia makan rakyat masak bareng bareng ladang pakai bahan aja,Negatif
 Pak Prabowo bantu saya untuk operasi saya sudah dua minggu tidak bisa tidur karena tak tahan menahan sakit sudah dua bulan tidak bisa bekerja bahkan makan harus numpang tempat paman kata Sinar Jumat (6/2/2026). Baca selengkapnya: https://t.co/xOi7YpzxoC. ~SN #PetaniJambi https://t.co/MVM11nMasq,prabowo bantu operasi minggu tidur tahan tahan sakit makan numpang paman sinar jumat baca lengkap sn,Positif
waktu imlek para orang dewasa bakal sembunyiin koin di dalam dumpling jadi renjun kecil makan banyak banyak demi koin terus neneknya suka diem diem tandain dumpling yang ada koin dan kasih ke renjun https://t.co/aHScW7VtKz,imlek orang dewasa sembunyiin koin dumpling renjun makan koin nenek suka diem diem tandain dumpling koin kasih renjun,Positif
Spot makan burger baru di Jogja lokasinya di deket pakuwon mall jogja. Dia dulu jualan di embung langensari pakai bajaj yap siapa lagi kalau bukan mohan burger. Sekarang dia punya tempat dine in menunya juga ada macem2. Lokasinya di timurnya pakuwon mall jogja https://t.co/DiqbZaQLZJ,spot makan burger jogja lokasi deket pakuwon mall jogja jual embung langensari pakai bajaj yap mohan burger dine in menu macem lokasi timur pakuwon mall jogja,Positif
Jujur ya nabung di ekonomi sekarang itu berat. Biaya makan naik. Transport naik. Tagihan naik. Gaji? segitu-gitu aja. Awal bulan niat nabung. Minggu kedua tabungan kepakai buat kebutuhan dadakan . Di kondisi begini bisa nabung sedikit aja udah hebat. Bisa hidup tanpa,jujur ya nabung ekonomi berat biaya makan transpo tagih gaji segitu gitu aja niat nabung minggu tabung pakai butuh dada kondisi nabung aja udah hebat hidup,Positif
 karna aku belum makan jadi pesen makan dari room service aku pesen nasi goreng. taesan lagi di china tapi mesennya nasi goreng wkwkwk hotelnya sering didatengin org indo kali ya jadi ada menu nasi goreng wkwkwk random bgt tbtb nasi goreng https://t.co/3XN9tWvR0n,karna makan sen makan room service sen nasi goreng taesan china mesennya nasi goreng wkwkwk hotel didatengin org indo kali ya menu nasi goreng wkwkwk random bgt tbtb nasi goreng,Positif
Untuk urusan MBG tidak usah Indonesia dibandingkan China bedanya jauh sekali. Di sana tidak ada yg dikorupsi semua diserahkan ke sekolah masing2 tidak ada yang keracunan semua siswa makan sesuai dengan seleranya. https://t.co/MKQlNtoD03,urus mbg indonesia banding china beda yg korupsi serah sekolah racun siswa makan sesuai selera,Positif
#haeselle lagi mom and dad ft stella si blasteran canada sunda soal makan https://t.co/PuLZJSSrg0,mom and dad ft stella si blaster canada sunda makan,Negatif
Kalo buat kesehatan miss v kan dianjurin makan yoghurt. Kalo yoghurt berasa kayak gini bisa gak? https://t.co/UV6aGPBAMr,kalo sehat miss v dianjurin makan yoghurt kalo yoghu asa kayak gin gak,Negatif
Gila si penipu terus testi banyak korban chat saya terus Joki pinjol problematic + playing victim Hati hati dia penipuan bukti banyak banget di thread aku hati hati dengan joki pinjol @JokiPinjolya Udah banyak makan korban #zonauang #jokipinjol #pinjol #gestun #pinpri https://t.co/LA5ihwOkL3,gila si tipu testi korban chat joki pinjol problematic playing victim hati hati tipu bukti banget thread hati hati joki pinjol udah makan korban,Negatif
#TIPS LIMA hal yg kudu rutin dilakuin klo mau badan sehat &amp; lean: 1. Makan teratur tinggi protein &amp; serat jgn musuhan sm karbo 2. Olahraga rutin 150 menit/minggu (kombo angkat beban &amp; kardio) 3. Ga begadang tidur cukup 7 8 jam/hari 4. Jalan kaki 5000 7500 langkah/hari 5. Jgn https://t.co/AUpHwVP2XT,yg kudu rutin dilakuin klo badan sehat amp lean makan atur protein amp serat jgn musuh sm karbo olahraga rutin menit minggu kombo angkat beban amp kardio ga begadang tidur jam jalan kaki langkah jgn,Negatif
jangan lupa makan malam! https://t.co/eFd9wF56P5,lupa makan malam,Negatif
 pas baca berita ini yang pertama aku pikirin adalah jahat banget ya orang-orang bodoh diluar sana yang milih seorang pemimpin gila penyepong asing yang hanya peduli soal makan gratis. JAHAT BANGET SUMPAH. https://t.co/NkKTd0ZuJ9,pas baca berita pikirin jahat banget ya orang orang bodoh luar milih pimpin gila penyepong asing peduli makan gratis jahat banget sumpah,Positif
Yang lebih dibutuhkan anak-anak prasejahtera bukan makan siang gratis melainkan orang tua yang bisa bekerja membeli bahan pangan memasak makanan sehat dan makan bersama di rumah. Logika https://t.co/qlz5QsOQbu,butuh anak anak prasejahtera makan siang gratis orang tua beli bahan pangan masak makan sehat makan rumah logika,Negatif
Hari ini lunch pake ayam woku setelah 3 hari makan mie ayam! Tinggal beli sayur bunga pepaya dan bakwan jagung nya aja (saya mager masak sayur dan gorengan) Siapa yang juga suka ayam woku?!! https://t.co/lRDYu4Sul3,lunch pake ayam woku makan mie ayam tinggal beli sayur bunga pepaya bakwan jagung nya aja mager masak sayur goreng suka ayam woku,Positif
cara baru makan ayam kulit ayam dibalut nasi terus dicelupin ke dipping sauce cheese ini legal ga sih enaknya https://t.co/60OqSPDQ8w,makan ayam kulit ayam balut nasi dicelupin dipping sauce cheese legal ga sih enak,Positif
wanna share mine but pls DYOR: vitamin d+omega 3 saat/setelah makan siang. magnesium glycinate 1-2 before sleep for better sleep quality tablet tambah darah 1 minggu 1x atau 1 hari 1x saat mens dan tidak konsumsi teh/kopi setelah makan. +++minum air putih yang cukup https://t.co/rGJdXk6ifa,wan na share mine but pls dyor vitamin d omega makan siang magnesium glycinate before sleep for better sleep quality tablet darah minggu x x mens konsumsi teh kopi makan minum air putih,Negatif
jadilah perempuan yang; kalau ngantuk tidur. kalau lapar makan. punya uang pergi shopping. enggak ada duit kerja. kalau capek istirahat. kalau bosan keluar jalan-jalan. intinya; jangan stress dan ciptakanlah bahagiamu sendiri sesimpel itu!,perempuan ngantuk tidur lapar makan uang pergi shopping duit kerja capek istirahat bosan jalan jalan inti stress cipta bahagia simpel,Negatif
 kdm teteh suzy makan ubi cilembu gaes kira kira di korea harga nya sekilo berapa ya? https://t.co/QdZYMX4NxB,kdm teteh suzy makan ubi cilembu gaes korea harga nya kilo ya,Positif
- kopi tuku tiap hari Rp 18.000 x 24 = 432.000 - ongkos TJ PP Rp. 7.000 x 30 Rp. 210.000 - makan siang warteg nasi kikil capcay Rp. 10.000 x 30 = Rp. 300.000 - makan malem pecel ayam depan gang Rp. 20.000 x 30 = Rp. 600.000 - Weekend di blok M Rp. 150.000 x 4 = Rp. 600.000 - https://t.co/bxIAaYe70a,kopi tuku rp x ongkos tj pp rp x rp makan siang warteg nasi kikil capcay rp x rp makan malem pecel ayam gang rp x rp weekend blok m rp x rp,Negatif
260207 INFO : kalian udah makan roti sama melon ppang nya belum? belum dimakan? : gantengnyaaaa : ganteng? aku kan nanyanya udah makan apa belum hehe tapi makasih yaaaa (buat pujiannya) #KEONHO #건호 #코르티스 #CORTIS https://t.co/L2a51QKBw4,info udah makan roti melon ppang nya makan gantengnyaaaa ganteng nanyanya udah makan hehe makasih yaaaa puji  ,Positif
Kata dokter suruh ngurangin makan goreng-gorengan dan banyakin makan rebus-rebusan (mie godhog) https://t.co/JoHTEB4xFz,dokter suruh ngurangin makan goreng goreng banyakin makan rebus rebus mie godhog,Negatif
sebagai orang yg gasuka pedes entah kenapa tiap makan hot side story tuh malah bikin nagih ga nyiksa juga rasa pedesnya https://t.co/9kDxz6NZkb,orang yg gasuka pedes makan hot side story tuh bikin nagih ga nyiksa pedesnya,Negatif
Gen Milenial dan Gen Z ini keren banget yaa sibuk buat perubahan: 1. Trend mending minum kopi daripada mabok 3. Trend minum jamu 4. Trend belajar parenting 5. Trend ngurangin gula / makan sehat 6. Trend hidup slow living / work life balance 7. Trend kalo belum bahagia jgn,gen milenial gen z keren banget yaa sibuk ubah trend mending minum kopi mabok trend minum jamu trend ajar parenting trend ngurangin gula makan sehat trend hidup slow living work life balance trend kalo bahagia jgn,Negatif
Apa enaknya besok aku buka warung khusus MBG (Makan Bayar Gih!) aja ya!?!! Mon maap kuputuskan harga per porsi di atas 25k ya! https://t.co/0eaDTSV5mx,enak besok buka warung khusus mbg makan bayar gih aja ya mon maap putus harga porsi k ya,Positif
Markhyuck fewtweet au Kawin lari ; Katanya sih hidup sama orang yang dicinta itu udah lebih dari cukup tapi David bakal bilang BACOT! MAKAN TUH CINTA https://t.co/4UINQGSJdi,markhyuck fewtweet au kawin lari sih hidup orang cinta udah david bilang bacot makan tuh cinta,Negatif
udah 2hr makan lepet mulu perkara ga sengaja bilang ke mama kalau lepetnya enak.. mabokkkk lepettt kenapasi emak2 tu kalau anaknya suka bakal on repeat tiap hari? https://t.co/OLVZnZJa5J,udah hr makan lepet mulu perkara ga sengaja bilang mama lepet enak mabokkkk lepettt napas emak tu anak suka on repeat,Negatif
